medication_id,location_id,risk_score,risk_level,predicted_stockout_date,days_to_stockout,primary_risk_factors,contributing_factors,mitigating_factors,confidence,recommended_review
MED031,LOC001,15.0,LOW,2026-09-26,26.2,Active replenishment purchase order delayed by carrier/supplier,Moderate inventory buffer (9.0 days of supply),"Confirmed inbound PO (1420 units) arriving in 1d from reliable vendor (98%); Regional surplus available at Westside Community Hospital (668 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (1420 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED031,LOC002,30.2,MEDIUM,2026-09-20,20.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Westside Community Hospital (668 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED031,LOC003,38.1,MEDIUM,2026-09-14,14.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Westside Community Hospital (668 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED031,LOC004,35.5,MEDIUM,2026-09-19,19.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Westside Community Hospital (668 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED031,LOC005,30.3,MEDIUM,2026-09-25,25.9,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED031,LOC006,8.4,LOW,2026-09-28,28.1,None,None,"Regional surplus available at Westside Community Hospital (668 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED031,LOC007,31.4,MEDIUM,2026-09-28,28.4,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Westside Community Hospital (668 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED032,LOC001,15.0,LOW,2026-09-26,26.9,None,Moderate inventory buffer (8.9 days of supply),Confirmed inbound PO (680 units) arriving in 1d from reliable vendor (98%); Alternate certified supplier available with normal lead time (3d),0.95,No escalation required; inbound shipment (680 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED032,LOC002,30.5,MEDIUM,2026-09-20,20.6,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED032,LOC003,30.3,MEDIUM,2026-09-14,14.4,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED032,LOC004,38.8,MEDIUM,2026-09-14,14.4,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED032,LOC005,30.4,MEDIUM,2026-09-24,24.3,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED032,LOC006,30.4,MEDIUM,2026-09-16,16.3,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED032,LOC007,31.2,MEDIUM,2026-09-23,23.2,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED033,LOC001,11.5,LOW,2026-09-27,27.9,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (50 units, 41.3 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED033,LOC002,40.0,MEDIUM,2026-09-16,16.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (50 units, 41.3 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED033,LOC003,11.6,LOW,2026-09-27,27.0,None,High-criticality life-saving clinical medication,"Confirmed inbound PO (170 units) arriving in 2d from reliable vendor (91%); Regional surplus available at South Ambulatory & Surgical Center (50 units, 41.3 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,No escalation required; inbound shipment (170 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED033,LOC004,40.9,MEDIUM,2026-09-22,22.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (50 units, 41.3 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED033,LOC005,15.0,LOW,2026-09-25,25.1,None,Moderate inventory buffer (8.4 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (80 units) arriving in 1d from reliable vendor (91%); Regional surplus available at South Ambulatory & Surgical Center (50 units, 41.3 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,No escalation required; inbound shipment (80 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED033,LOC006,39.9,MEDIUM,2026-09-22,22.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (50 units, 41.3 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED033,LOC007,48.5,MEDIUM,2026-10-18,48.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC001,30.4,MEDIUM,2026-09-15,15.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (43 units, 33.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC002,38.7,MEDIUM,2026-09-29,29.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (43 units, 33.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC003,35.6,MEDIUM,2026-09-18,18.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (43 units, 33.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC004,31.2,MEDIUM,2026-09-30,30.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (43 units, 33.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC005,30.7,MEDIUM,2026-09-16,16.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (43 units, 33.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC006,30.3,MEDIUM,2026-09-20,20.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (43 units, 33.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED034,LOC007,32.2,MEDIUM,2026-10-11,41.5,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED035,LOC001,38.4,MEDIUM,2026-09-16,16.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (41 units, 64.1 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED035,LOC002,38.6,MEDIUM,2026-09-13,13.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at South Ambulatory & Surgical Center (41 units, 64.1 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
